Timestamp (s),Latitude (deg),Longitude (deg),Speed (km/h)
55.760,50.44908936,30.52296527,48.28
55.800,50.44908709,30.52297193,48.15
55.840,50.44908484,30.52297857,48.00
55.880,50.44908260,30.52298519,47.83
55.920,50.44908037,30.52299179,47.65
55.960,50.44907816,30.52299837,47.45
56.000,50.44907597,30.52300492,47.23
56.040,50.44907379,30.52301144,47.00
56.080,50.44907163,30.52301794,46.74
56.120,50.44906949,30.52302440,46.48
56.160,50.44906737,30.52303083,46.19
56.200,50.44906528,30.52303723,45.89
56.240,50.44906320,30.52304359,45.57
56.280,50.44906116,30.52304990,45.23
56.320,50.44905914,30.52305618,44.87
56.360,50.44905714,30.52306242,44.50
56.400,50.44905518,30.52306860,44.11
56.440,50.44905324,30.52307475,43.71
56.480,50.44905134,30.52308084,43.29
56.520,50.44904947,30.52308688,42.85
56.560,50.44904763,30.52309287,42.40
56.600,50.44904583,30.52309880,41.93
56.640,50.44904407,30.52310467,41.44
56.680,50.44904234,30.52311049,40.93
56.720,50.44904065,30.52311624,40.41
56.760,50.44903901,30.52312193,39.87
56.800,50.44903740,30.52312756,39.32
56.840,50.44903584,30.52313311,38.75
56.880,50.44903432,30.52313860,38.17
56.920,50.44903285,30.52314402,37.57
56.960,50.44903142,30.52314936,36.96
57.000,50.44903005,30.52315463,36.33
57.040,50.44902872,30.52315982,35.69
57.080,50.44902744,30.52316493,35.03
57.120,50.44902621,30.52316996,34.36
57.160,50.44902504,30.52317490,33.67
57.200,50.44902392,30.52317976,32.97
57.240,50.44902286,30.52318454,32.26
57.280,50.44902185,30.52318921,31.50
57.320,50.44902088,30.52319375,30.50
57.360,50.44901994,30.52319810,29.35
57.400,50.44901903,30.52320229,28.24
57.440,50.44901815,30.52320632,27.16
57.480,50.44901730,30.52321019,26.12
57.520,50.44901647,30.52321391,25.12
57.560,50.44901568,30.52321748,24.15
57.600,50.44901491,30.52322092,23.21
57.640,50.44901418,30.52322422,22.32
57.680,50.44901347,30.52322739,21.46
57.720,50.44901279,30.52323045,20.63
57.760,50.44901214,30.52323339,19.85
57.800,50.44901152,30.52323622,19.10
57.840,50.44901093,30.52323894,18.38
57.880,50.44901037,30.52324157,17.70
57.920,50.44900983,30.52324411,17.06
57.960,50.44900933,30.52324657,16.46
58.000,50.44900885,30.52324894,15.89
58.040,50.44900841,30.52325125,15.36
58.080,50.44900799,30.52325348,14.87
58.120,50.44900760,30.52325566,14.42
58.160,50.44900724,30.52325778,14.00
58.200,50.44900691,30.52325985,13.63
58.240,50.44900661,30.52326188,13.29
58.280,50.44900634,30.52326388,13.00
58.320,50.44900609,30.52326584,12.75
58.360,50.44900588,30.52326777,12.54
58.400,50.44900569,30.52326969,12.38
58.440,50.44900554,30.52327160,12.26
58.480,50.44900541,30.52327350,12.18
58.520,50.44900531,30.52327539,12.15
58.560,50.44900524,30.52327730,12.16
58.600,50.44900520,30.52327921,12.22
58.640,50.44900519,30.52328114,12.33
58.680,50.44900520,30.52328310,12.47
58.720,50.44900525,30.52328508,12.67
58.760,50.44900533,30.52328710,12.91
58.800,50.44900543,30.52328917,13.19
58.840,50.44900556,30.52329127,13.52
58.880,50.44900572,30.52329344,13.89
58.920,50.44900592,30.52329566,14.30
58.960,50.44900614,30.52329794,14.75
59.000,50.44900638,30.52330030,15.25
59.040,50.44900666,30.52330274,15.78
59.080,50.44900697,30.52330525,16.36
59.120,50.44900730,30.52330786,16.97
59.160,50.44900767,30.52331057,17.63
59.200,50.44900806,30.52331337,18.32
59.240,50.44900849,30.52331628,19.05
59.280,50.44900894,30.52331931,19.82
59.320,50.44900942,30.52332245,20.63
59.360,50.44900993,30.52332572,21.48
59.400,50.44901047,30.52332912,22.36
59.440,50.44901104,30.52333266,23.28
59.480,50.44901163,30.52333635,24.24
59.520,50.44901226,30.52334018,25.24
59.560,50.44901291,30.52334416,26.27
59.600,50.44901360,30.52334831,27.34
59.640,50.44901431,30.52335263,28.45
59.680,50.44901505,30.52335712,29.59
59.720,50.44901582,30.52336179,30.77
59.760,50.44901662,30.52336664,31.99
59.800,50.44901745,30.52337169,33.24
59.840,50.44901831,30.52337693,34.54
59.880,50.44901919,30.52338238,35.87
59.920,50.44902011,30.52338803,37.23
59.960,50.44902105,30.52339391,38.64
60.000,50.44902203,30.52340000,40.08
60.040,50.44902303,30.52340632,41.56
60.080,50.44902406,30.52341286,43.00
60.120,50.44902512,30.52341962,44.41
60.160,50.44902621,30.52342659,45.77
60.200,50.44902733,30.52343376,47.10
60.240,50.44902848,30.52344113,48.40
60.280,50.44902965,30.52344869,49.65
60.320,50.44903086,30.52345644,50.87
60.360,50.44903210,30.52346436,52.05
60.400,50.44903336,30.52347246,53.20
60.440,50.44903465,30.52348073,54.30
60.480,50.44903597,30.52348916,55.37
60.520,50.44903732,30.52349774,56.40
60.560,50.44903870,30.52350647,57.40
60.600,50.44904011,30.52351535,58.36
60.640,50.44904155,30.52352436,59.28
60.680,50.44904302,30.52353350,60.16
60.720,50.44904451,30.52354277,61.01
60.760,50.44904604,30.52355216,61.82
60.800,50.44904759,30.52356167,62.59
60.840,50.44904917,30.52357128,63.33
60.880,50.44905078,30.52358099,64.03
60.920,50.44905242,30.52359080,64.69
60.960,50.44905409,30.52360069,65.31
61.000,50.44905579,30.52361067,65.90
61.040,50.44905752,30.52362073,66.45
61.080,50.44905927,30.52363086,66.97
61.120,50.44906106,30.52364105,67.45
61.160,50.44906287,30.52365130,67.89
61.200,50.44906472,30.52366161,68.29
61.240,50.44906659,30.52367196,68.66
61.280,50.44906849,30.52368236,69.00
61.320,50.44907042,30.52369279,69.29
61.360,50.44907238,30.52370325,69.56
61.400,50.44907437,30.52371373,69.78
61.440,50.44907639,30.52372423,69.97
61.480,50.44907843,30.52373474,70.12
61.520,50.44908051,30.52374526,70.24
61.560,50.44908261,30.52375578,70.32
61.600,50.44908474,30.52376629,70.37
61.640,50.44908691,30.52377678,70.38
61.680,50.44908910,30.52378726,70.36
61.720,50.44909132,30.52379771,70.30
61.760,50.44909357,30.52380813,70.20
61.800,50.44909584,30.52381852,70.08
61.840,50.44909815,30.52382886,69.91
61.880,50.44910049,30.52383916,69.72
61.920,50.44910285,30.52384940,69.49
61.960,50.44910525,30.52385957,69.22
62.000,50.44910767,30.52386969,68.92
62.040,50.44911012,30.52387972,68.59
62.080,50.44911260,30.52388968,68.23
62.120,50.44911511,30.52389956,67.83
62.160,50.44911765,30.52390934,67.40
62.200,50.44912022,30.52391903,66.94
62.240,50.44912281,30.52392862,66.45
62.280,50.44912544,30.52393809,65.93
62.320,50.44912810,30.52394745,65.37
62.360,50.44913078,30.52395669,64.79
62.400,50.44913349,30.52396580,64.18
62.440,50.44913623,30.52397479,63.54
62.480,50.44913900,30.52398363,62.86
62.520,50.44914180,30.52399232,62.17
62.560,50.44914463,30.52400087,61.44
62.600,50.44914749,30.52400926,60.69
62.640,50.44915038,30.52401748,59.92
62.680,50.44915329,30.52402554,59.12
62.720,50.44915624,30.52403342,58.30
62.760,50.44915921,30.52404118,57.76
62.800,50.44916221,30.52404888,57.60
62.840,50.44916524,30.52405653,57.50
62.880,50.44916830,30.52406414,57.41
62.920,50.44917139,30.52407170,57.32
62.960,50.44917451,30.52407922,57.24
63.000,50.44917766,30.52408669,57.15
63.040,50.44918084,30.52409412,57.07
63.080,50.44918404,30.52410150,57.00
63.120,50.44918728,30.52410884,56.92
63.160,50.44919054,30.52411613,56.85
63.200,50.44919383,30.52412337,56.78
63.240,50.44919715,30.52413057,56.71
63.280,50.44920050,30.52413772,56.65
63.320,50.44920388,30.52414483,56.59
63.360,50.44920729,30.52415189,56.53
63.400,50.44921073,30.52415891,56.48
63.440,50.44921420,30.52416588,56.43
63.480,50.44921769,30.52417280,56.38
63.520,50.44922122,30.52417968,56.33
63.560,50.44922477,30.52418652,56.29
63.600,50.44922835,30.52419331,56.25
63.640,50.44923196,30.52420005,56.21
63.680,50.44923560,30.52420675,56.18
63.720,50.44923927,30.52421340,56.15
63.760,50.44924297,30.52422000,56.12
63.800,50.44924670,30.52422657,56.09
63.840,50.44925046,30.52423308,56.07
63.880,50.44925424,30.52423955,56.05
63.920,50.44925805,30.52424598,56.04
63.960,50.44926190,30.52425235,56.02
64.000,50.44926577,30.52425869,56.01
64.040,50.44926967,30.52426498,56.01
64.080,50.44927360,30.52427122,56.00
64.120,50.44927756,30.52427742,56.00
64.160,50.44928155,30.52428357,56.01
64.200,50.44928557,30.52428967,56.01
64.240,50.44928961,30.52429573,56.02
64.280,50.44929369,30.52430175,56.03
64.320,50.44929779,30.52430772,56.04
64.360,50.44930193,30.52431364,56.06
64.400,50.44930609,30.52431952,56.08
64.440,50.44931028,30.52432535,56.11
64.480,50.44931450,30.52433114,56.13
64.520,50.44931875,30.52433688,56.16
64.560,50.44932303,30.52434258,56.19
64.600,50.44932733,30.52434823,56.23
64.640,50.44933167,30.52435383,56.27
64.680,50.44933603,30.52435939,56.31
64.720,50.44934043,30.52436491,56.35
64.760,50.44934485,30.52437038,56.40
64.800,50.44934930,30.52437580,56.45
64.840,50.44935378,30.52438118,56.50
64.880,50.44935829,30.52438651,56.56
64.920,50.44936283,30.52439180,56.62
64.960,50.44936740,30.52439704,56.68
65.000,50.44937200,30.52440223,56.74
65.040,50.44937662,30.52440738,56.81
65.080,50.44938128,30.52441249,56.88
65.120,50.44938596,30.52441755,56.95
65.160,50.44939067,30.52442256,57.03
65.200,50.44939542,30.52442753,57.11
65.240,50.44940019,30.52443245,57.19
65.280,50.44940499,30.52443733,57.27
65.320,50.44940982,30.52444216,57.36
65.360,50.44941467,30.52444694,57.45
65.400,50.44941956,30.52445169,57.55
65.440,50.44942448,30.52445638,57.64
65.480,50.44942944,30.52446103,57.89
65.520,50.44943448,30.52446563,58.39
65.560,50.44943960,30.52447019,58.97
65.600,50.44944480,30.52447470,59.53
65.640,50.44945007,30.52447917,60.07
65.680,50.44945543,30.52448359,60.60
65.720,50.44946085,30.52448797,61.11
65.760,50.44946635,30.52449230,61.60
65.800,50.44947191,30.52449659,62.08
65.840,50.44947754,30.52450083,62.54
65.880,50.44948323,30.52450502,62.98
65.920,50.44948898,30.52450917,63.40
65.960,50.44949479,30.52451327,63.80
66.000,50.44950065,30.52451733,64.19
66.040,50.44950657,30.52452134,64.55
66.080,50.44951253,30.52452531,64.89
66.120,50.44951854,30.52452923,65.21
66.160,50.44952460,30.52453311,65.52
66.200,50.44953069,30.52453694,65.80
66.240,50.44953683,30.52454072,66.06
66.280,50.44954301,30.52454446,66.30
66.320,50.44954921,30.52454815,66.52
66.360,50.44955546,30.52455180,66.71
66.400,50.44956172,30.52455540,66.89
66.440,50.44956802,30.52455896,67.04
66.480,50.44957434,30.52456247,67.17
66.520,50.44958068,30.52456594,67.28
66.560,50.44958704,30.52456936,67.36
66.600,50.44959342,30.52457273,67.42
66.640,50.44959981,30.52457606,67.47
66.680,50.44960622,30.52457935,67.48
66.720,50.44961263,30.52458259,67.48
66.760,50.44961905,30.52458578,67.45
66.800,50.44962547,30.52458893,67.40
66.840,50.44963189,30.52459203,67.32
66.880,50.44963831,30.52459508,67.22
66.920,50.44964473,30.52459809,67.10
66.960,50.44965114,30.52460106,66.96
67.000,50.44965754,30.52460398,66.79
67.040,50.44966393,30.52460685,66.60
67.080,50.44967031,30.52460968,66.38
67.120,50.44967667,30.52461246,66.14
67.160,50.44968301,30.52461520,65.88
67.200,50.44968932,30.52461789,65.59
67.240,50.44969562,30.52462054,65.28
67.280,50.44970189,30.52462314,64.94
67.320,50.44970812,30.52462569,64.58
67.360,50.44971433,30.52462820,64.20
67.400,50.44972050,30.52463067,63.79
67.440,50.44972663,30.52463309,63.36
67.480,50.44973273,30.52463546,62.90
67.520,50.44973878,30.52463779,62.42
67.560,50.44974479,30.52464007,61.92
67.600,50.44975075,30.52464231,61.39
67.640,50.44975666,30.52464450,60.84
67.680,50.44976251,30.52464664,60.26
67.720,50.44976832,30.52464874,59.66
67.760,50.44977406,30.52465080,59.03
67.800,50.44977975,30.52465281,58.38
67.840,50.44978537,30.52465477,57.71
67.880,50.44979093,30.52465669,57.01
67.920,50.44979642,30.52465856,56.28
67.960,50.44980184,30.52466039,55.53
68.000,50.44980718,30.52466217,54.76
68.040,50.44981245,30.52466390,53.96
68.080,50.44981765,30.52466559,53.14
68.120,50.44982276,30.52466724,52.29
68.160,50.44982779,30.52466884,51.41
68.200,50.44983274,30.52467037,50.59
68.240,50.44983764,30.52467180,49.92
68.280,50.44984250,30.52467309,49.36
68.320,50.44984731,30.52467426,48.81
68.360,50.44985209,30.52467530,48.29
68.400,50.44985682,30.52467623,47.79
68.440,50.44986151,30.52467704,47.30
68.480,50.44986617,30.52467774,46.84
68.520,50.44987078,30.52467833,46.39
68.560,50.44987536,30.52467882,45.96
68.600,50.44987990,30.52467921,45.55
68.640,50.44988440,30.52467951,45.15
68.680,50.44988887,30.52467971,44.77
68.720,50.44989330,30.52467983,44.40
68.760,50.44989770,30.52467987,44.05
68.800,50.44990206,30.52467983,43.70
68.840,50.44990639,30.52467971,43.37
68.880,50.44991068,30.52467952,43.05
68.920,50.44991495,30.52467927,42.74
68.960,50.44991918,30.52467895,42.44
69.000,50.44992338,30.52467858,42.15
69.040,50.44992755,30.52467815,41.87
69.080,50.44993169,30.52467767,41.59
69.120,50.44993580,30.52467714,41.32
69.160,50.44993988,30.52467657,41.06
69.200,50.44994394,30.52467597,40.81
69.240,50.44994796,30.52467532,40.56
69.280,50.44995196,30.52467465,40.31
69.320,50.44995594,30.52467395,40.07
69.360,50.44995989,30.52467323,39.83
69.400,50.44996381,30.52467249,39.60
69.440,50.44996771,30.52467173,39.37
69.480,50.44997159,30.52467096,39.15
69.520,50.44997544,30.52467019,38.93
69.560,50.44997928,30.52466942,38.71
69.600,50.44998309,30.52466864,38.50
69.640,50.44998688,30.52466787,38.28
69.680,50.44999065,30.52466711,38.08
69.720,50.44999440,30.52466637,37.87
69.760,50.44999813,30.52466564,37.67
69.800,50.45000184,30.52466493,37.47
69.840,50.45000553,30.52466425,37.27
69.880,50.45000921,30.52466360,37.08
69.920,50.45001287,30.52466298,36.90
69.960,50.45001652,30.52466240,36.71
70.000,50.45002015,30.52466186,36.54
70.040,50.45002377,30.52466137,36.36
70.080,50.45002737,30.52466092,36.20
70.120,50.45003096,30.52466053,36.04
70.160,50.45003453,30.52466020,35.89
70.200,50.45003810,30.52465993,35.75
70.240,50.45004165,30.52465972,35.62
70.280,50.45004519,30.52465959,35.50
70.320,50.45004873,30.52465952,35.39
70.360,50.45005225,30.52465954,35.30
70.400,50.45005576,30.52465964,35.21
70.440,50.45005927,30.52465982,35.15
70.480,50.45006277,30.52466009,35.10
70.520,50.45006626,30.52466046,35.06
70.560,50.45006975,30.52466092,35.05
70.600,50.45007323,30.52466148,35.05
70.640,50.45007670,30.52466215,35.08
70.680,50.45008017,30.52466293,35.13
70.720,50.45008364,30.52466383,35.20
70.760,50.45008710,30.52466484,35.30
70.800,50.45009057,30.52466597,35.43
70.840,50.45009403,30.52466723,35.58
70.880,50.45009748,30.52466862,35.77
70.920,50.45010094,30.52467014,35.96
70.960,50.45010439,30.52467177,36.09
71.000,50.45010782,30.52467352,36.16
71.040,50.45011124,30.52467538,36.24
71.080,50.45011464,30.52467734,36.32
71.120,50.45011803,30.52467940,36.41
71.160,50.45012141,30.52468156,36.51
71.200,50.45012477,30.52468381,36.61
71.240,50.45012811,30.52468616,36.71
71.280,50.45013144,30.52468859,36.81
71.320,50.45013476,30.52469111,36.92
71.360,50.45013806,30.52469371,37.02
71.400,50.45014135,30.52469640,37.12
71.440,50.45014463,30.52469916,37.22
71.480,50.45014788,30.52470199,37.32
71.520,50.45015113,30.52470490,37.42
71.560,50.45015436,30.52470787,37.51
71.600,50.45015757,30.52471091,37.59
71.640,50.45016077,30.52471401,37.68
71.680,50.45016396,30.52471716,37.75
71.720,50.45016713,30.52472038,37.82
71.760,50.45017029,30.52472365,37.88
71.800,50.45017343,30.52472696,37.94
71.840,50.45017656,30.52473033,37.99
71.880,50.45017968,30.52473373,38.03
71.920,50.45018278,30.52473718,38.06
71.960,50.45018586,30.52474067,38.08
72.000,50.45018893,30.52474419,38.09
72.040,50.45019199,30.52474774,38.10
72.080,50.45019503,30.52475133,38.09
72.120,50.45019806,30.52475493,38.07
72.160,50.45020107,30.52475856,38.05
72.200,50.45020407,30.52476222,38.01
72.240,50.45020705,30.52476588,37.96
72.280,50.45021002,30.52476956,37.90
72.320,50.45021297,30.52477326,37.83
72.360,50.45021591,30.52477696,37.75
72.400,50.45021884,30.52478066,37.65
72.440,50.45022175,30.52478437,37.55
72.480,50.45022465,30.52478807,37.43
72.520,50.45022753,30.52479178,37.30
72.560,50.45023040,30.52479547,37.16
72.600,50.45023325,30.52479915,37.01
72.640,50.45023609,30.52480282,36.84
72.680,50.45023891,30.52480648,36.66
72.720,50.45024172,30.52481011,36.47
72.760,50.45024452,30.52481373,36.27
72.800,50.45024730,30.52481732,36.06
72.840,50.45025006,30.52482088,35.83
72.880,50.45025282,30.52482441,35.59
72.920,50.45025555,30.52482790,35.34
72.960,50.45025828,30.52483136,35.08
73.000,50.45026098,30.52483477,34.81
73.040,50.45026368,30.52483815,34.52
73.080,50.45026636,30.52484148,34.22
73.120,50.45026902,30.52484475,33.91
73.160,50.45027167,30.52484798,33.60
73.200,50.45027431,30.52485115,33.27
73.240,50.45027693,30.52485426,32.92
73.280,50.45027954,30.52485732,32.57
73.320,50.45028213,30.52486030,32.21
73.360,50.45028471,30.52486322,31.84
73.400,50.45028727,30.52486607,31.46
73.440,50.45028982,30.52486885,31.07
73.480,50.45029235,30.52487155,30.68
73.520,50.45029487,30.52487417,30.28
73.560,50.45029738,30.52487671,29.87
73.600,50.45029987,30.52487916,29.45
73.640,50.45030234,30.52488153,29.04
73.680,50.45030480,30.52488385,28.72
73.720,50.45030722,30.52488618,28.47
73.760,50.45030962,30.52488850,28.23
73.800,50.45031199,30.52489083,27.99
73.840,50.45031433,30.52489314,27.75
73.880,50.45031665,30.52489545,27.51
73.920,50.45031894,30.52489776,27.28
73.960,50.45032121,30.52490006,27.05
74.000,50.45032346,30.52490235,26.82
74.040,50.45032568,30.52490463,26.60
74.080,50.45032788,30.52490690,26.37
74.120,50.45033006,30.52490916,26.15
74.160,50.45033221,30.52491141,25.93
74.200,50.45033435,30.52491365,25.71
74.240,50.45033646,30.52491587,25.49
74.280,50.45033856,30.52491807,25.28
74.320,50.45034064,30.52492026,25.07
74.360,50.45034270,30.52492244,24.85
74.400,50.45034474,30.52492459,24.64
74.440,50.45034676,30.52492673,24.44
74.480,50.45034877,30.52492884,24.23
74.520,50.45035076,30.52493093,24.03
74.560,50.45035274,30.52493301,23.82
74.600,50.45035471,30.52493506,23.62
74.640,50.45035666,30.52493708,23.42
74.680,50.45035859,30.52493908,23.23
74.720,50.45036052,30.52494105,23.03
74.760,50.45036243,30.52494300,22.84
74.800,50.45036434,30.52494492,22.65
74.840,50.45036623,30.52494681,22.46
74.880,50.45036811,30.52494867,22.28
74.920,50.45036998,30.52495049,22.09
74.960,50.45037185,30.52495229,21.91
75.000,50.45037370,30.52495405,21.74
75.040,50.45037555,30.52495578,21.56
75.080,50.45037740,30.52495747,21.39
75.120,50.45037923,30.52495913,21.22
75.160,50.45038106,30.52496075,21.06
75.200,50.45038289,30.52496233,20.90
75.240,50.45038471,30.52496388,20.74
75.280,50.45038653,30.52496538,20.59
75.320,50.45038835,30.52496684,20.45
75.360,50.45039016,30.52496826,20.31
75.400,50.45039198,30.52496964,20.17
75.440,50.45039379,30.52497097,20.04
75.480,50.45039560,30.52497226,19.92
75.520,50.45039741,30.52497350,19.81
75.560,50.45039922,30.52497469,19.70
75.600,50.45040104,30.52497584,19.60
75.640,50.45040286,30.52497693,19.50
75.680,50.45040468,30.52497798,19.42
75.720,50.45040650,30.52497897,19.34
75.760,50.45040833,30.52497992,19.28
75.800,50.45041016,30.52498081,19.22
75.840,50.45041200,30.52498164,19.17
75.880,50.45041384,30.52498242,19.14
75.920,50.45041569,30.52498315,19.11
75.960,50.45041755,30.52498381,19.10
76.000,50.45041942,30.52498442,19.10
76.040,50.45042130,30.52498497,19.11
76.080,50.45042318,30.52498546,19.14
76.120,50.45042507,30.52498589,19.18
76.160,50.45042698,30.52498626,19.23
76.200,50.45042890,30.52498656,19.30
76.240,50.45043082,30.52498680,19.38
76.280,50.45043277,30.52498697,19.48
76.320,50.45043472,30.52498708,19.59
76.360,50.45043669,30.52498712,19.72
76.400,50.45043867,30.52498710,19.86
76.440,50.45044067,30.52498704,20.00
76.480,50.45044267,30.52498693,20.14
76.520,50.45044470,30.52498677,20.28
76.560,50.45044673,30.52498657,20.42
76.600,50.45044878,30.52498633,20.55
76.640,50.45045083,30.52498604,20.68
76.680,50.45045290,30.52498570,20.81
76.720,50.45045497,30.52498532,20.94
76.760,50.45045706,30.52498489,21.06
76.800,50.45045915,30.52498441,21.18
76.840,50.45046125,30.52498389,21.30
76.880,50.45046336,30.52498333,21.42
76.920,50.45046547,30.52498272,21.53
76.960,50.45046759,30.52498206,21.64
77.000,50.45046971,30.52498136,21.74
77.040,50.45047184,30.52498061,21.85
77.080,50.45047397,30.52497982,21.95
77.120,50.45047611,30.52497898,22.05
77.160,50.45047825,30.52497810,22.14
77.200,50.45048039,30.52497717,22.24
77.240,50.45048253,30.52497619,22.33
77.280,50.45048467,30.52497517,22.41
77.320,50.45048681,30.52497411,22.50
77.360,50.45048895,30.52497300,22.58
77.400,50.45049109,30.52497184,22.66
77.440,50.45049322,30.52497064,22.74
77.480,50.45049536,30.52496939,22.81
77.520,50.45049749,30.52496810,22.89
77.560,50.45049961,30.52496676,22.95
77.600,50.45050174,30.52496537,23.02
77.640,50.45050385,30.52496394,23.09
77.680,50.45050596,30.52496247,23.15
77.720,50.45050807,30.52496095,23.21
77.760,50.45051017,30.52495938,23.27
77.800,50.45051226,30.52495777,23.32
77.840,50.45051434,30.52495611,23.38
77.880,50.45051641,30.52495441,23.43
77.920,50.45051847,30.52495266,23.48
77.960,50.45052052,30.52495087,23.53
78.000,50.45052256,30.52494903,23.58
78.040,50.45052459,30.52494714,23.62
78.080,50.45052661,30.52494521,23.67
78.120,50.45052862,30.52494323,23.71
78.160,50.45053061,30.52494121,23.75
78.200,50.45053258,30.52493915,23.79
78.240,50.45053455,30.52493703,23.83
78.280,50.45053649,30.52493487,23.87
78.320,50.45053842,30.52493267,23.91
78.360,50.45054034,30.52493042,23.95
78.400,50.45054223,30.52492813,23.99
78.440,50.45054411,30.52492579,24.02
78.480,50.45054597,30.52492340,24.06
78.520,50.45054781,30.52492097,24.10
78.560,50.45054963,30.52491849,24.13
78.600,50.45055143,30.52491597,24.17
78.640,50.45055321,30.52491340,24.21
78.680,50.45055497,30.52491079,24.25
78.720,50.45055671,30.52490813,24.29
78.760,50.45055842,30.52490543,24.33
78.800,50.45056011,30.52490268,24.37
78.840,50.45056177,30.52489988,24.41
78.880,50.45056341,30.52489704,24.45
78.920,50.45056502,30.52489415,24.50
78.960,50.45056661,30.52489122,24.55
79.000,50.45056817,30.52488825,24.60
79.040,50.45056970,30.52488522,24.65
79.080,50.45057121,30.52488215,24.71
79.120,50.45057269,30.52487904,24.82
79.160,50.45057417,30.52487588,25.03
79.200,50.45057565,30.52487268,25.26
79.240,50.45057713,30.52486943,25.49
79.280,50.45057861,30.52486613,25.71
79.320,50.45058008,30.52486279,25.93
79.360,50.45058155,30.52485940,26.15
79.400,50.45058302,30.52485597,26.36
79.440,50.45058448,30.52485249,26.58
79.480,50.45058593,30.52484897,26.79
79.520,50.45058738,30.52484540,27.00
79.560,50.45058882,30.52484178,27.21
79.600,50.45059026,30.52483812,27.42
79.640,50.45059168,30.52483442,27.62
79.680,50.45059310,30.52483067,27.83
79.720,50.45059451,30.52482687,28.03
79.760,50.45059591,30.52482303,28.23
79.800,50.45059730,30.52481914,28.43
79.840,50.45059867,30.52481521,28.63
79.880,50.45060004,30.52481123,28.83
79.920,50.45060139,30.52480720,29.03
79.960,50.45060273,30.52480313,29.22
80.000,50.45060405,30.52479902,29.42
80.040,50.45060536,30.52479486,29.61
80.080,50.45060666,30.52479065,29.81
80.120,50.45060794,30.52478640,30.00
80.160,50.45060920,30.52478210,30.20
80.200,50.45061045,30.52477776,30.39
80.240,50.45061167,30.52477337,30.58
80.280,50.45061288,30.52476893,30.78
80.320,50.45061407,30.52476445,30.97
80.360,50.45061524,30.52475993,31.16
80.400,50.45061640,30.52475536,31.36
80.440,50.45061753,30.52475074,31.55
80.480,50.45061863,30.52474608,31.75
80.520,50.45061972,30.52474137,31.94
80.560,50.45062078,30.52473662,32.14
80.600,50.45062182,30.52473182,32.34
80.640,50.45062284,30.52472698,32.54
80.680,50.45062383,30.52472209,32.74
80.720,50.45062480,30.52471715,32.94
80.760,50.45062574,30.52471217,33.14
80.800,50.45062665,30.52470715,33.34
80.840,50.45062754,30.52470207,33.55
80.880,50.45062840,30.52469696,33.76
80.920,50.45062923,30.52469179,33.97
80.960,50.45063003,30.52468659,34.18
81.000,50.45063080,30.52468133,34.39
81.040,50.45063154,30.52467603,34.61
81.080,50.45063225,30.52467069,34.83
81.120,50.45063293,30.52466530,35.05
81.160,50.45063357,30.52465986,35.27
81.200,50.45063418,30.52465438,35.50
81.240,50.45063476,30.52464885,35.73
81.280,50.45063531,30.52464328,35.96
81.320,50.45063582,30.52463766,36.20
81.360,50.45063629,30.52463200,36.44
81.400,50.45063673,30.52462629,36.68
81.440,50.45063713,30.52462054,36.93
81.480,50.45063749,30.52461474,37.18
81.520,50.45063782,30.52460889,37.43
81.560,50.45063810,30.52460300,37.69
81.600,50.45063835,30.52459707,37.95
81.640,50.45063856,30.52459108,38.22
81.680,50.45063873,30.52458506,38.49
81.720,50.45063885,30.52457898,38.76
81.760,50.45063894,30.52457286,39.04
81.800,50.45063898,30.52456670,39.32
81.840,50.45063896,30.52456047,39.77
81.880,50.45063886,30.52455412,40.51
81.920,50.45063866,30.52454764,41.37
81.960,50.45063836,30.52454104,42.23
82.000,50.45063798,30.52453431,43.08
82.040,50.45063751,30.52452747,43.92
82.080,50.45063695,30.52452051,44.74
82.120,50.45063632,30.52451344,45.54
82.160,50.45063561,30.52450626,46.33
82.200,50.45063482,30.52449899,47.09
82.240,50.45063396,30.52449161,47.83
82.280,50.45063304,30.52448414,48.55
82.320,50.45063205,30.52447658,49.24
82.360,50.45063099,30.52446893,49.91
82.400,50.45062988,30.52446120,50.55
82.440,50.45062872,30.52445339,51.16
82.480,50.45062750,30.52444551,51.74
82.520,50.45062624,30.52443756,52.29
82.560,50.45062493,30.52442954,52.81
82.600,50.45062357,30.52442146,53.31
82.640,50.45062218,30.52441332,53.77
82.680,50.45062075,30.52440512,54.19
82.720,50.45061929,30.52439688,54.59
82.760,50.45061780,30.52438859,54.96
82.800,50.45061628,30.52438026,55.29
82.840,50.45061474,30.52437189,55.59
82.880,50.45061318,30.52436348,55.85
82.920,50.45061160,30.52435505,56.08
82.960,50.45061001,30.52434659,56.28
83.000,50.45060841,30.52433810,56.45
83.040,50.45060680,30.52432960,56.58
83.080,50.45060519,30.52432108,56.68
83.120,50.45060358,30.52431256,56.75
83.160,50.45060197,30.52430402,56.78
83.200,50.45060036,30.52429549,56.78
83.240,50.45059876,30.52428696,56.74
83.280,50.45059718,30.52427843,56.67
83.320,50.45059561,30.52426991,56.57
83.360,50.45059406,30.52426141,56.43
83.400,50.45059252,30.52425292,56.26
83.440,50.45059102,30.52424446,56.06
83.480,50.45058954,30.52423602,55.83
83.520,50.45058809,30.52422761,55.56
83.560,50.45058668,30.52421924,55.26
83.600,50.45058531,30.52421090,54.94
83.640,50.45058397,30.52420261,54.58
